Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2026-01-02,G (Feb 2026),0.0000,0.0000,0.0000,0.0000,16.1271,0,0,0,0
2026-01-05,G (Feb 2026),0.0000,12.5500,0.0000,0.0000,16.4125,0.2854,0,0,0
2026-01-06,G (Feb 2026),0.0000,12.5500,0.0000,0.0000,16.2426,-0.1699,0,0,0
2026-01-07,G (Feb 2026),0.0000,12.5500,0.0000,0.0000,16.6914,0.4488,0,0,0
