Symbol,SettlementMonth,SettlementYear,ProductType,SettlementDate,SettlementPrice,ProductDescription
VX,5,2009,Standard,,27.04,Cboe S&P 500 Volatility Index (VIX) Futures
VX,6,2009,Standard,,31.03,Cboe S&P 500 Volatility Index (VIX) Futures
VX,7,2009,Standard,,23.48,Cboe S&P 500 Volatility Index (VIX) Futures
VX,8,2009,Standard,,28.76,Cboe S&P 500 Volatility Index (VIX) Futures
VX,9,2009,Standard,,23.64,Cboe S&P 500 Volatility Index (VIX) Futures
VX,10,2009,Standard,,20.82,Cboe S&P 500 Volatility Index (VIX) Futures
VX,11,2009,Standard,,22.54,Cboe S&P 500 Volatility Index (VIX) Futures
VX,12,2009,Standard,,20.84,Cboe S&P 500 Volatility Index (VIX) Futures
VX,1,2010,Standard,,18.87,Cboe S&P 500 Volatility Index (VIX) Futures
VX,2,2010,Standard,,22.5,Cboe S&P 500 Volatility Index (VIX) Futures
VX,3,2010,Standard,,16.68,Cboe S&P 500 Volatility Index (VIX) Futures
VX,4,2010,Standard,,15.8,Cboe S&P 500 Volatility Index (VIX) Futures
VX,5,2010,Standard,,34.53,Cboe S&P 500 Volatility Index (VIX) Futures
VX,6,2010,Standard,,26.11,Cboe S&P 500 Volatility Index (VIX) Futures
VX,7,2010,Standard,,23.79,Cboe S&P 500 Volatility Index (VIX) Futures
VX,8,2010,Standard,,24.82,Cboe S&P 500 Volatility Index (VIX) Futures
VX,9,2010,Standard,,22.97,Cboe S&P 500 Volatility Index (VIX) Futures
VX,10,2010,Standard,,21.41,Cboe S&P 500 Volatility Index (VIX) Futures
VX,11,2010,Standard,,22.21,Cboe S&P 500 Volatility Index (VIX) Futures
VX,12,2010,Standard,,16.01,Cboe S&P 500 Volatility Index (VIX) Futures
VX,1,2011,Standard,,16.38,Cboe S&P 500 Volatility Index (VIX) Futures
VX,2,2011,Standard,,16.49,Cboe S&P 500 Volatility Index (VIX) Futures
VX,3,2011,Standard,,25.14,Cboe S&P 500 Volatility Index (VIX) Futures
VX,4,2011,Standard,,14.86,Cboe S&P 500 Volatility Index (VIX) Futures
VX,5,2011,Standard,,18.02,Cboe S&P 500 Volatility Index (VIX) Futures
VX,6,2011,Standard,,19.73,Cboe S&P 500 Volatility Index (VIX) Futures
VX,7,2011,Standard,,19.1,Cboe S&P 500 Volatility Index (VIX) Futures
VX,8,2011,Standard,,32.73,Cboe S&P 500 Volatility Index (VIX) Futures
VX,9,2011,Standard,,33.72,Cboe S&P 500 Volatility Index (VIX) Futures
VX,10,2011,Standard,,33.15,Cboe S&P 500 Volatility Index (VIX) Futures
VX,11,2011,Standard,,33.36,Cboe S&P 500 Volatility Index (VIX) Futures
VX,12,2011,Standard,,21.36,Cboe S&P 500 Volatility Index (VIX) Futures
VX,1,2012,Standard,,23.64,Cboe S&P 500 Volatility Index (VIX) Futures
VX,2,2012,Standard,,20.44,Cboe S&P 500 Volatility Index (VIX) Futures
VX,3,2012,Standard,,14.55,Cboe S&P 500 Volatility Index (VIX) Futures
VX,4,2012,Standard,,19.06,Cboe S&P 500 Volatility Index (VIX) Futures
VX,5,2012,Standard,,21.46,Cboe S&P 500 Volatility Index (VIX) Futures
VX,6,2012,Standard,,17.78,Cboe S&P 500 Volatility Index (VIX) Futures
VX,7,2012,Standard,,16.76,Cboe S&P 500 Volatility Index (VIX) Futures
VX,8,2012,Standard,,15.13,Cboe S&P 500 Volatility Index (VIX) Futures
VX,9,2012,Standard,,14.03,Cboe S&P 500 Volatility Index (VIX) Futures
VX,10,2012,Standard,,15.96,Cboe S&P 500 Volatility Index (VIX) Futures
VX,11,2012,Standard,,15.05,Cboe S&P 500 Volatility Index (VIX) Futures
VX,12,2012,Standard,,16.69,Cboe S&P 500 Volatility Index (VIX) Futures
VX,1,2013,Standard,,13.69,Cboe S&P 500 Volatility Index (VIX) Futures
VX,2,2013,Standard,,13.07,Cboe S&P 500 Volatility Index (VIX) Futures
VX,3,2013,Standard,,12.64,Cboe S&P 500 Volatility Index (VIX) Futures
VX,4,2013,Standard,,15.46,Cboe S&P 500 Volatility Index (VIX) Futures
VXEM,2,2012,Standard,,29.73,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,3,2012,Standard,,25.63,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,4,2012,Standard,,26.91,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,5,2012,Standard,,33.75,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,6,2012,Standard,,27.41,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,7,2012,Standard,,26.34,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,8,2012,Standard,,20.87,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,9,2012,Standard,,21.8,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,10,2012,Standard,,20.94,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,11,2012,Standard,,17.19,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,12,2012,Standard,,20.46,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,1,2013,Standard,,18,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,2,2013,Standard,,16.59,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,3,2013,Standard,,18.61,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,4,2013,Standard,,21.18,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,5,2013,Standard,,18.15,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,6,2013,Standard,,28.49,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,7,2013,Standard,,26.72,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,8,2013,Standard,,26.41,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,9,2013,Standard,,24.79,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,10,2013,Standard,,24.21,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,11,2013,Standard,,25.89,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,12,2013,Standard,,24.77,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,1,2014,Standard,,22.8,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,2,2014,Standard,,28.86,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,3,2014,Standard,,29.23,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,4,2014,Standard,,21.65,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,5,2014,Standard,,16.65,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,6,2014,Standard,,18.46,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,7,2014,Standard,,13.89,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,8,2014,Standard,,15.62,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,9,2014,Standard,,21.76,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,10,2014,Standard,,24.81,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,11,2014,Standard,,20.35,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,12,2014,Standard,,27.11,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,1,2015,Standard,,21.23,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,2,2015,Standard,,22.32,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,3,2015,Standard,,20.8,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,4,2015,Standard,,19.16,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,5,2015,Standard,,17.84,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEM,6,2015,Standard,,20.48,Cboe Emerging Markets ETF Volatility Index (VXEEM) Security Futures
VXEW,4,2012,Standard,,31.3,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,5,2012,Standard,,37.99,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,6,2012,Standard,,32.07,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,7,2012,Standard,,28.53,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,8,2012,Standard,,27.51,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,9,2012,Standard,,26.62,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,10,2012,Standard,,24.33,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,11,2012,Standard,,23.5,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,12,2012,Standard,,22.81,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,1,2013,Standard,,19.1,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,2,2013,Standard,,17.73,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,3,2013,Standard,,20.21,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,4,2013,Standard,,22.3,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,5,2013,Standard,,18.47,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,6,2013,Standard,,33.75,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,7,2013,Standard,,29.55,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,8,2013,Standard,,30.58,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,9,2013,Standard,,28.68,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,10,2013,Standard,,26.2,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,11,2013,Standard,,28.27,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,12,2013,Standard,,28.3,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,1,2014,Standard,,25.12,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,2,2014,Standard,,34.95,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,3,2014,Standard,,33.11,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,4,2014,Standard,,31.01,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,5,2014,Standard,,24.41,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,6,2014,Standard,,30.28,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,7,2014,Standard,,23.62,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,8,2014,Standard,,23.77,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,9,2014,Standard,,46.21,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,10,2014,Standard,,65.8,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,11,2014,Standard,,32.5,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,12,2014,Standard,,37.61,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,1,2015,Standard,,34.51,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,2,2015,Standard,,36.9,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,3,2015,Standard,,39.85,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,4,2015,Standard,,33.98,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXEW,5,2015,Standard,,29.51,Cboe Brazil ETF Volatility Index (VXEWZ) Security Futures 
VXTY,1,2015,Standard,,6.83,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,2,2015,Standard,,6.36,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,3,2015,Standard,,5.58,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,4,2015,Standard,,5.21,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,5,2015,Standard,,5.86,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,6,2015,Standard,,6.2,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,7,2015,Standard,,5.33,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,8,2015,Standard,,6.37,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,9,2015,Standard,,5.36,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,10,2015,Standard,,4.96,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,11,2015,Standard,,5.29,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,12,2015,Standard,,4.73,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,1,2016,Standard,,6.39,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,2,2016,Standard,,6.03,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,3,2016,Standard,,5.41,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,4,2016,Standard,,5.23,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,5,2016,Standard,,4.88,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,6,2016,Standard,,6.28,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,7,2016,Standard,,5.16,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,8,2016,Standard,,5.05,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,9,2016,Standard,,4.73,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,10,2016,Standard,,4.33,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,11,2016,Standard,,6.42,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,12,2016,Standard,,5.34,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,1,2017,Standard,,6,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,2,2017,Standard,,5.34,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,3,2017,Standard,,4.73,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,4,2017,Standard,,4.68,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,5,2017,Standard,,4.39,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,6,2017,Standard,,4.26,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,7,2017,Standard,,3.68,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,8,2017,Standard,,4.32,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,9,2017,Standard,,4.16,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,10,2017,Standard,,4.56,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,11,2017,Standard,,3.53,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,12,2017,Standard,,3.46,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,1,2018,Standard,,4.26,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,2,2018,Standard,,4.71,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,3,2018,Standard,,3.97,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,4,2018,Standard,,4.18,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,5,2018,Standard,,3.98,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,6,2018,Standard,,4.02,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,7,2018,Standard,,3.78,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,8,2018,Standard,,3.82,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,9,2018,Standard,,3.36,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,10,2018,Standard,,4.49,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,11,2018,Standard,,4.16,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,12,2018,Standard,,4.44,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,1,2019,Standard,,4.2,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,2,2019,Standard,,3.48,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,3,2019,Standard,,4.67,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,4,2019,Standard,,3.83,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,5,2019,Standard,,4.05,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,6,2019,Standard,,4.77,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,7,2019,Standard,,4.4,Cboe/CBOT 10-Year Treasury Note Volatility Index
VXTY,8,2019,Standard,,5.37,Cboe/CBOT 10-Year Treasury Note Volatility Index
XBT,1,2018,Standard,,10900,Cboe Bitcoin (USD) Futures
XBT,2,2018,Standard,,9195,Cboe Bitcoin (USD) Futures
